athlete_id,rank,firstname,lastname,paraclimbing_sport_class,sport_class_status,country,federation_id,rounds,comp_name
4320,31.0,Roxana,WIENAND,,,GER,6,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '30.72', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 30, 'corrective_rank': 32, 'score': '23+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 29, 'corrective_rank': 29.5, 'score': '29+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
530,32.0,Nolwenn,ARC,,,FRA,10,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '30.74', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 13, 'corrective_rank': 15, 'score': '34+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 61, 'corrective_rank': 63, 'score': '11+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
1526,33.0,Nika,POTAPOVA,,,UKR,18,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '31.3', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': 35, 'corrective_rank': 35, 'score': '23'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': 28, 'corrective_rank': 28, 'score': '30'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
226,34.0,Olesya,PROSEKOVA,,,CFR,101,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '31.61', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 36, 'corrective_rank': 37, 'score': '22+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': 27, 'corrective_rank': 27, 'score': '31'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3465,35.0,Elnaz,REKABI,,,IRI,49,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '32.17', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 19, 'corrective_rank': 22.5, 'score': '25+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 44, 'corrective_rank': 46, 'score': '25+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3594,36.0,Lynn,VAN DER MEER,,,NED,50,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '32.5', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 30, 'corrective_rank': 32, 'score': '23+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': 31, 'corrective_rank': 33, 'score': '29'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
11813,37.0,Cloe,COSCOY,,,USA,20,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '34.29', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': 27, 'corrective_rank': 28, 'score': '25'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': 42, 'corrective_rank': 42, 'score': '28'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
2141,38.0,Hsiu-ju,LIN,,,TPE,22,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '34.82', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 42, 'corrective_rank': 48.5, 'score': '19+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': 25, 'corrective_rank': 25, 'score': '33'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
12324,39.0,Martina,DEMMEL,,,GER,6,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '35.1', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 30, 'corrective_rank': 32, 'score': '23+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 36, 'corrective_rank': 38.5, 'score': '28+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
1259,39.0,Eva Maria,HAMMELMÜLLER,,,AUT,16,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '35.1', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 30, 'corrective_rank': 32, 'score': '23+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 36, 'corrective_rank': 38.5, 'score': '28+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3424,41.0,Käthe,ATKINS,,,GER,6,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '37.74', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 36, 'corrective_rank': 37, 'score': '22+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 36, 'corrective_rank': 38.5, 'score': '28+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
4017,42.0,Ayala,KEREM,,,ISR,60,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '41.26', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 36, 'corrective_rank': 37, 'score': '22+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 44, 'corrective_rank': 46, 'score': '25+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3986,43.0,Yael,TAUB,,,ISR,60,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '42.9', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 40, 'corrective_rank': 40, 'score': '21+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 44, 'corrective_rank': 46, 'score': '25+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
1453,44.0,Marketa,JANOSOVA,,,CZE,17,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '43.21', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 42, 'corrective_rank': 48.5, 'score': '19+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 36, 'corrective_rank': 38.5, 'score': '28+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
11784,44.0,Hana,KOIKE,,,JPN,25,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '43.21', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 42, 'corrective_rank': 48.5, 'score': '19+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 36, 'corrective_rank': 38.5, 'score': '28+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3979,46.0,Valeri,KREMER,,,ISR,60,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '43.75', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': 56, 'corrective_rank': 58, 'score': '19'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': 31, 'corrective_rank': 33, 'score': '29'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
4002,47.0,Noa,SHIRAN,,,ISR,60,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '43.94', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': 39, 'corrective_rank': 39, 'score': '22'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': 49, 'corrective_rank': 49.5, 'score': '25'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3161,48.0,Valentina,AGUADO,,,ARG,41,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '45.67', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 42, 'corrective_rank': 48.5, 'score': '19+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 43, 'corrective_rank': 43, 'score': '27+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
1914,49.0,Quinn,MASON,,,USA,20,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '47.23', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 42, 'corrective_rank': 48.5, 'score': '19+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 44, 'corrective_rank': 46, 'score': '25+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3524,50.0,Mahya,DARABIAN,,,IRI,49,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '49.98', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 42, 'corrective_rank': 48.5, 'score': '19+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 51, 'corrective_rank': 51.5, 'score': '22+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
11614,50.0,Bianca,MAGALHAES DE CASTRO ,,,BRA,40,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '49.98', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 42, 'corrective_rank': 48.5, 'score': '19+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 51, 'corrective_rank': 51.5, 'score': '22+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3086,52.0,Ingrid,KINDLIHAGEN,,,NOR,39,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '51.18', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 42, 'corrective_rank': 48.5, 'score': '19+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 54, 'corrective_rank': 54, 'score': '19+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
4018,53.0,Maya,DREAMER,,,ISR,60,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '51.65', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': 56, 'corrective_rank': 58, 'score': '19'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 44, 'corrective_rank': 46, 'score': '25+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
12397,54.0,Daria,MEZENTSEVA,,,CFR,101,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '52.02', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': 41, 'corrective_rank': 41, 'score': '20'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': 66, 'corrective_rank': 66, 'score': '11'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3911,55.0,Alejandra,CONTRERAS,,,CHI,58,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '52.58', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 42, 'corrective_rank': 48.5, 'score': '19+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': 57, 'corrective_rank': 57, 'score': '18'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3925,56.0,Puntarika,TUNYAVANICH,,,THA,59,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '53.04', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 42, 'corrective_rank': 48.5, 'score': '19+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 58, 'corrective_rank': 58, 'score': '17+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
1488,57.0,Margaryta,ZAKHAROVA,,,UKR,18,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '53.58', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': 56, 'corrective_rank': 58, 'score': '19'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': 49, 'corrective_rank': 49.5, 'score': '25'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3374,58.0,Margarita,AGAMBAYEVA,,,KAZ,47,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '53.72', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 42, 'corrective_rank': 48.5, 'score': '19+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 59, 'corrective_rank': 59.5, 'score': '15+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
2139,59.0,Hung Ying,LEE,,,TPE,22,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '55.44', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': 56, 'corrective_rank': 58, 'score': '19'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': 53, 'corrective_rank': 53, 'score': '22'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3209,60.0,Andrea,ROJAS,,,ECU,44,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '58.19', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 61, 'corrective_rank': 61, 'score': '17+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 55, 'corrective_rank': 55.5, 'score': '18+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3357,61.0,Tamara,ULZHABAYEVA,,,KAZ,47,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '58.66', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': 62, 'corrective_rank': 62, 'score': '15'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 55, 'corrective_rank': 55.5, 'score': '18+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3525,62.0,Rahil,RAMEZANI,,,IRI,49,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '58.75', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': 56, 'corrective_rank': 58, 'score': '19'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 59, 'corrective_rank': 59.5, 'score': '15+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3152,63.0,Patrícia,ANTUNES,,,BRA,40,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '63.5', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': 64, 'corrective_rank': 64, 'score': '13'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 61, 'corrective_rank': 63, 'score': '11+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
1543,64.0,Yevheniia,CHERNIAVSKA,,,UKR,18,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '64.48', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 66, 'corrective_rank': 66, 'score': '10+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 61, 'corrective_rank': 63, 'score': '11+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
4090,65.0,Gülay,BALIK,,,TUR,62,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '64.97', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': 67, 'corrective_rank': 67, 'score': '10'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 61, 'corrective_rank': 63, 'score': '11+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
4087,66.0,Duru Güneş,YALCIN,,,TUR,62,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '65.69', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 68, 'corrective_rank': 68.5, 'score': '6+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 61, 'corrective_rank': 63, 'score': '11+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3912,67.0,Carmen,CONTRERAS,,,CHI,58,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '66.41', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 63, 'corrective_rank': 63, 'score': '13+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': None, 'corrective_rank': 70, 'score': ''}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3454,68.0,Maryia,VERNIKOUSKAYA,,,BLR,48,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '66.48', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': 65, 'corrective_rank': 65, 'score': '12'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': 68, 'corrective_rank': 68, 'score': '10'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
1517,69.0,Tetiana,KOLKOTINA,,,UKR,18,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '67.75', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 68, 'corrective_rank': 68.5, 'score': '6+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 67, 'corrective_rank': 67, 'score': '10+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
13105,70.0,Camila,FLORES,,,BRA,40,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': '69.5', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': True, 'rank': 70, 'corrective_rank': 70, 'score': '2+'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': True, 'rank': 69, 'corrective_rank': 69, 'score': '8+'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3060,,Tina Johnsen,HAFSAAS,,,NOR,39,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': 'DNS', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': None, 'corrective_rank': None, 'score': 'DNS'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': None, 'corrective_rank': None, 'score': 'DNS'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
2357,,Futaba,ITO,,,JPN,25,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': 'DNS', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': None, 'corrective_rank': None, 'score': 'DNS'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': None, 'corrective_rank': None, 'score': 'DNS'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3139,,Thais Makino,SHIRAIWA,,,BRA,40,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': 'DNS', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': None, 'corrective_rank': None, 'score': 'DNS'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': None, 'corrective_rank': None, 'score': 'DNS'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
3098,,Sunniva,ØVRE-EIDE,,,NOR,39,"[{'category_round_id': 6141, 'round_name': 'Qualification', 'score': 'DNS', 'ascents': [{'route_id': 1085, 'route_name': '1', 'top': False, 'plus': False, 'rank': None, 'corrective_rank': None, 'score': 'DNS'}, {'route_id': 1086, 'route_name': '2', 'top': False, 'plus': False, 'rank': None, 'corrective_rank': None, 'score': 'DNS'}]}]","IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
2380,1.0,Ai,MORI,,,JPN,25,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '1.73', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 3, 'corrective_rank': 3, 'score': '44+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 1, 'corrective_rank': 1, 'score': '47+'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '52', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '52', 'plus': False, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 10:50:56 +00:00', 'status': 'locked'}]}, {'category_round_id': 8325, 'round_name': 'Final', 'score': 'TOP', 'ascents': [{'route_id': 10728, 'route_name': '1', 'top': True, 'score': 'TOP', 'plus': False, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 17:38:19 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
1147,2.0,Janja,GARNBRET,,,SLO,15,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '1.0', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': True, 'plus': False, 'rank': 1, 'corrective_rank': 1, 'score': 'TOP'}, {'route_id': 10818, 'route_name': '2', 'top': True, 'plus': False, 'rank': 1, 'corrective_rank': 1, 'score': 'TOP'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '47', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '47', 'plus': False, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 10:50:57 +00:00', 'status': 'locked'}]}, {'category_round_id': 8325, 'round_name': 'Final', 'score': 'TOP', 'ascents': [{'route_id': 10728, 'route_name': '1', 'top': True, 'score': 'TOP', 'plus': False, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 17:38:18 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
2080,3.0,Chaehyun,SEO,,,KOR,21,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '2.29', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': True, 'plus': False, 'rank': 1, 'corrective_rank': 1.5, 'score': 'TOP'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 2, 'corrective_rank': 3.5, 'score': '44+'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '37', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '37', 'plus': False, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 10:50:55 +00:00', 'status': 'locked'}]}, {'category_round_id': 8325, 'round_name': 'Final', 'score': '47+', 'ascents': [{'route_id': 10728, 'route_name': '1', 'top': False, 'score': '47+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 17:38:13 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
1161,4.0,Mia,KRAMPL,,,SLO,15,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '8.31', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': False, 'rank': 6, 'corrective_rank': 6, 'score': '41'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': False, 'rank': 11, 'corrective_rank': 11.5, 'score': '28'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '36+', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '36+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 09:17:19 +00:00', 'status': 'locked'}]}, {'category_round_id': 8325, 'round_name': 'Final', 'score': '42', 'ascents': [{'route_id': 10728, 'route_name': '1', 'top': False, 'score': '42', 'plus': False, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 17:38:10 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
