,category_round_id,round_name,score,combined_stages,athlete_id,rank,firstname,lastname,paraclimbing_sport_class,sport_class_status,country,federation_id,comp_name
49,8351,Semi-final,32.9,"[{'stage_name': 'Boulder', 'stage_score': 18.9, 'stage_rank': 20, 'ascents': [{'route_id': 10826, 'route_name': '1', 'top': False, 'top_tries': 5, 'zone': False, 'zone_tries': 5, 'low_zone': True, 'points': 4.8, 'low_zone_tries': 3, 'modified': '2023-08-09 08:48:05 +00:00', 'status': 'locked'}, {'route_id': 10827, 'route_name': '2', 'top': False, 'top_tries': 9, 'zone': False, 'zone_tries': 9, 'low_zone': False, 'points': 0, 'low_zone_tries': 9, 'modified': '2023-08-09 08:59:46 +00:00', 'status': 'locked'}, {'route_id': 10828, 'route_name': '3', 'top': False, 'top_tries': 8, 'zone': False, 'zone_tries': 8, 'low_zone': True, 'points': 4.9, 'low_zone_tries': 2, 'modified': '2023-08-09 09:10:35 +00:00', 'status': 'locked'}, {'route_id': 10829, 'route_name': '4', 'top': False, 'top_tries': 9, 'zone': True, 'zone_tries': 9, 'low_zone': True, 'points': 9.2, 'low_zone_tries': 3, 'modified': '2023-08-09 09:22:21 +00:00', 'status': 'locked'}]}, {'stage_name': 'Lead', 'stage_score': 14, 'stage_rank': 20, 'ascents': [{'route_id': 10830, 'route_name': '1', 'top': False, 'score': '25', 'plus': False, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-09 19:59:38 +00:00', 'status': 'locked'}]}]",928,21,Laura,ROGORA,,,ITA,13,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
50,8349,Qualification,244.5,"[{'stage_name': 'Boulder', 'stage_score': '3.5', 'stage_rank': 63, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '241.0', 'stage_rank': 13, 'ascents': []}]",3594,22,Lynn,VAN DER MEER,,,NED,50,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
51,8349,Qualification,228.19,"[{'stage_name': 'Boulder', 'stage_score': '220', 'stage_rank': 16, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '8.19', 'stage_rank': 47, 'ascents': []}]",1240,23,Franziska,STERRER,,,AUT,16,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
52,8349,Qualification,225.0,"[{'stage_name': 'Boulder', 'stage_score': '205', 'stage_rank': 17, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '20.0', 'stage_rank': 37, 'ascents': []}]",3465,24,Elnaz,REKABI,,,IRI,49,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
53,8349,Qualification,183.5,"[{'stage_name': 'Boulder', 'stage_score': '6.0', 'stage_rank': 54, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '177.5', 'stage_rank': 18, 'ascents': []}]",13041,25,Nonoha,KUME,,,JPN,25,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
54,8349,Qualification,175.0,"[{'stage_name': 'Boulder', 'stage_score': '155', 'stage_rank': 20, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '20.0', 'stage_rank': 37, 'ascents': []}]",1486,26,Ievgeniia,KAZBEKOVA,,,UKR,18,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
55,8349,Qualification,173.0,"[{'stage_name': 'Boulder', 'stage_score': '68.0', 'stage_rank': 27, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '105', 'stage_rank': 24, 'ascents': []}]",3840,27,Stasa,GEJO,,,SRB,56,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
56,8349,Qualification,157.16,"[{'stage_name': 'Boulder', 'stage_score': '131.66', 'stage_rank': 21, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '25.5', 'stage_rank': 35, 'ascents': []}]",4330,28,Lucia,DÖRFFEL,,,GER,6,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
57,8349,Qualification,145.16,"[{'stage_name': 'Boulder', 'stage_score': '13.5', 'stage_rank': 41, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '131.66', 'stage_rank': 21, 'ascents': []}]",947,29,Camilla,MORONI,,,ITA,13,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
58,8349,Qualification,104.0,"[{'stage_name': 'Boulder', 'stage_score': '52.0', 'stage_rank': 29, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '52.0', 'stage_rank': 29, 'ascents': []}]",11783,30,Ryu,NAKAGAWA,,,JPN,25,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
59,8349,Qualification,103.0,"[{'stage_name': 'Boulder', 'stage_score': '89.5', 'stage_rank': 25, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '13.5', 'stage_rank': 41, 'ascents': []}]",1565,31,Alannah,YIP,,,CAN,19,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
60,8349,Qualification,102.4,"[{'stage_name': 'Boulder', 'stage_score': '7.4', 'stage_rank': 49, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '95', 'stage_rank': 25, 'ascents': []}]",13596,32,Zhilu,LUO,,,CHN,37,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
61,8349,Qualification,92.16,"[{'stage_name': 'Boulder', 'stage_score': '89.5', 'stage_rank': 25, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '2.66', 'stage_rank': 67, 'ascents': []}]",12562,33,Anastasiia,KOBETS,,,UKR,18,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
62,8349,Qualification,77.0,"[{'stage_name': 'Boulder', 'stage_score': '9.0', 'stage_rank': 47, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '68.0', 'stage_rank': 27, 'ascents': []}]",1400,34,Eliska,ADAMOVSKA,,,CZE,17,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
63,8349,Qualification,73.66,"[{'stage_name': 'Boulder', 'stage_score': '68.0', 'stage_rank': 27, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '5.66', 'stage_rank': 55, 'ascents': []}]",11468,35,Erin,MCNEICE,,,GBR,11,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
64,8349,Qualification,55.5,"[{'stage_name': 'Boulder', 'stage_score': '24.0', 'stage_rank': 35, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '31.5', 'stage_rank': 33, 'ascents': []}]",3113,36,Hannah,MEUL,,,GER,6,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
65,8349,Qualification,53.0,"[{'stage_name': 'Boulder', 'stage_score': '1.0', 'stage_rank': 75, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '52.0', 'stage_rank': 29, 'ascents': []}]",14031,37,Chaeyeong,KIM,,,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
66,8349,Qualification,45.5,"[{'stage_name': 'Boulder', 'stage_score': '6.0', 'stage_rank': 54, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '39.5', 'stage_rank': 31, 'ascents': []}]",1438,38,Michaela,SMETANOVA,,,CZE,17,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
67,8349,Qualification,35.5,"[{'stage_name': 'Boulder', 'stage_score': '24.0', 'stage_rank': 35, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '11.5', 'stage_rank': 43, 'ascents': []}]",914,39,Giorgia,TESIO,,,ITA,13,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
68,8349,Qualification,32.0,"[{'stage_name': 'Boulder', 'stage_score': '31.5', 'stage_rank': 33, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0.5', 'stage_rank': 79, 'ascents': []}]",3161,40,Valentina,AGUADO,,,ARG,41,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
69,8349,Qualification,24.19,"[{'stage_name': 'Boulder', 'stage_score': '16.0', 'stage_rank': 39, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '8.19', 'stage_rank': 47, 'ascents': []}]",4002,41,Noa,SHIRAN,,,ISR,60,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
70,8349,Qualification,18.0,"[{'stage_name': 'Boulder', 'stage_score': '4.5', 'stage_rank': 59, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '13.5', 'stage_rank': 41, 'ascents': []}]",12297,42,Anon,MATSUFUJI,,,JPN,25,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
71,8349,Qualification,17.19,"[{'stage_name': 'Boulder', 'stage_score': '9.0', 'stage_rank': 47, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '8.19', 'stage_rank': 47, 'ascents': []}]",4018,43,Maya,DREAMER,,,ISR,60,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
72,8349,Qualification,16.16,"[{'stage_name': 'Boulder', 'stage_score': '13.5', 'stage_rank': 41, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '2.66', 'stage_rank': 67, 'ascents': []}]",12358,44,Iziar,MARTÍNEZ ALMENDROS,,,ESP,12,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
73,8349,Qualification,16.0,"[{'stage_name': 'Boulder', 'stage_score': '0.0', 'stage_rank': 81, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '16.0', 'stage_rank': 39, 'ascents': []}]",3911,45,Alejandra,CONTRERAS,,,CHI,58,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
74,8349,Qualification,13.5,"[{'stage_name': 'Boulder', 'stage_score': '2.0', 'stage_rank': 71, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '11.5', 'stage_rank': 43, 'ascents': []}]",316,46,Chloe,CAULIER,,,BEL,9,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
75,8349,Qualification,10.5,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 83, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '10.5', 'stage_rank': 45, 'ascents': []}]",1577,47,Rebecca,FRANGOS,,,CAN,19,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
76,8349,Qualification,10.19,"[{'stage_name': 'Boulder', 'stage_score': '2.0', 'stage_rank': 69, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '8.19', 'stage_rank': 47, 'ascents': []}]",3374,48,Margarita,AGAMBAYEVA,,,KAZ,47,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
77,8349,Qualification,10.0,"[{'stage_name': 'Boulder', 'stage_score': '3.0', 'stage_rank': 67, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '7', 'stage_rank': 52, 'ascents': []}]",1650,49,Indiana,CHAPMAN,,,CAN,19,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
78,8349,Qualification,9.33,"[{'stage_name': 'Boulder', 'stage_score': '6.0', 'stage_rank': 54, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '3.33', 'stage_rank': 63, 'ascents': []}]",1649,50,Babette,ROY,,,CAN,19,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
79,8349,Qualification,8.66,"[{'stage_name': 'Boulder', 'stage_score': '3.0', 'stage_rank': 65, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '5.66', 'stage_rank': 55, 'ascents': []}]",11464,51,Aleksandra,TOTKOVA,,,BUL,26,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
80,8349,Qualification,8.19,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 86, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '8.19', 'stage_rank': 47, 'ascents': []}]",3979,52,Valeri,KREMER,,,ISR,60,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
81,8349,Qualification,6.83,"[{'stage_name': 'Boulder', 'stage_score': '3.5', 'stage_rank': 63, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '3.33', 'stage_rank': 63, 'ascents': []}]",12537,53,Kylie,CULLEN,,,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
82,8349,Qualification,5.33,"[{'stage_name': 'Boulder', 'stage_score': '1.0', 'stage_rank': 77, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '4.33', 'stage_rank': 59, 'ascents': []}]",14865,54,Sarina,GHAFFARI,,,IRI,49,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
83,8349,Qualification,4.5,"[{'stage_name': 'Boulder', 'stage_score': '4.5', 'stage_rank': 59, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0', 'stage_rank': 85, 'ascents': []}]",13272,55,Anne,ACKRE,,,NOR,39,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
84,8349,Qualification,4.33,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 91, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '4.33', 'stage_rank': 59, 'ascents': []}]",13971,56,Martina,CASTRO,,,CHI,58,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
85,8349,Qualification,4.33,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 87, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '4.33', 'stage_rank': 59, 'ascents': []}]",3204,56,Anja,KÖHLER ,,,BRA,40,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
86,8349,Qualification,4.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 95, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '4', 'stage_rank': 62, 'ascents': []}]",4206,58,Arantza,LUNA VELASCO,,,MEX,69,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
87,8349,Qualification,4.0,"[{'stage_name': 'Boulder', 'stage_score': '2.0', 'stage_rank': 73, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '2.0', 'stage_rank': 71, 'ascents': []}]",1453,59,Marketa,JANOSOVA,,,CZE,17,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
88,8349,Qualification,3.0,"[{'stage_name': 'Boulder', 'stage_score': '3.0', 'stage_rank': 67, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0', 'stage_rank': 85, 'ascents': []}]",11624,60,Daria,NESTERENKO,,,UKR,18,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
89,8349,Qualification,2.66,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 105, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '2.66', 'stage_rank': 67, 'ascents': []}]",3160,61,Rocio Ailen,BECERRA,,,ARG,41,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
90,8349,Qualification,2.0,"[{'stage_name': 'Boulder', 'stage_score': '2.0', 'stage_rank': 71, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0', 'stage_rank': 84, 'ascents': []}]",11989,62,Lianet,CASTILLO,,,VEN,42,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
91,8349,Qualification,2.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 83, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '2', 'stage_rank': 70, 'ascents': []}]",14742,62,Emilia,DAVILA,,,ECU,44,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
92,8349,Qualification,2.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 91, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '2.0', 'stage_rank': 71, 'ascents': []}]",11614,62,Bianca,DE MAGALHAES DE CASTRO,,,BRA,40,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
93,8349,Qualification,2.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 91, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '2.0', 'stage_rank': 71, 'ascents': []}]",1526,62,Nika,POTAPOVA,,,UKR,18,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
94,8349,Qualification,2.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 102, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '2', 'stage_rank': 74, 'ascents': []}]",11259,62,Fujiyanti,WIDIA,,,INA,45,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
95,8349,Qualification,1.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 97, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '1.0', 'stage_rank': 75, 'ascents': []}]",13974,67,Matilde,CABEZAS,,,CHI,58,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
96,8349,Qualification,1.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 87, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '1.0', 'stage_rank': 77, 'ascents': []}]",12859,67,Ema,GALEOVA,,,CZE,17,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
97,8349,Qualification,1.0,"[{'stage_name': 'Boulder', 'stage_score': '1.0', 'stage_rank': 79, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0', 'stage_rank': 92, 'ascents': []}]",4215,67,María Fernanda,GONZÁLEZ RÁMIREZ,,,MEX,69,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
98,8349,Qualification,1.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 87, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '1.0', 'stage_rank': 75, 'ascents': []}]",2139,67,Hung Ying,LEE,,,TPE,22,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
99,8349,Qualification,1.0,"[{'stage_name': 'Boulder', 'stage_score': '1.0', 'stage_rank': 77, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0', 'stage_rank': 93, 'ascents': []}]",4224,67,Regina,SALAZAR PUGA,,,MEX,69,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
100,8349,Qualification,1.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 102, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '1.0', 'stage_rank': 77, 'ascents': []}]",13845,67,Rattankorn,SUTHAPHAISANWITHAYA,,,THA,59,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
101,8349,Qualification,0.5,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 97, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0.5', 'stage_rank': 79, 'ascents': []}]",14483,73,Svana,BJARNASON,,,ISL,89,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
102,8349,Qualification,0.5,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 104, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0.5', 'stage_rank': 79, 'ascents': []}]",11372,73,Sukma,LINTANG CAHYANI,,,INA,45,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
103,8349,Qualification,0.5,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 87, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0.5', 'stage_rank': 79, 'ascents': []}]",12507,73,Anja,SANTINI MIKULIĆ,,,CRO,98,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
104,8349,Qualification,0.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 105, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0', 'stage_rank': 88, 'ascents': []}]",13072,76,Viktoriya,ADAMENKO,,,KAZ,47,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
105,8349,Qualification,0.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 95, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0', 'stage_rank': 96, 'ascents': []}]",13220,76,Melissa Esther,CHEN CHEN,,,PER,74,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
106,8349,Qualification,0.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 94, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0', 'stage_rank': 93, 'ascents': []}]",4227,76,Arantza,FERNÁNDEZ GUTIERREZ,,,MEX,69,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
107,8349,Qualification,0.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 83, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0', 'stage_rank': 85, 'ascents': []}]",11998,76,Zoe,GARCIA MOLINA,,,ARG,41,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
108,8349,Qualification,0.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 109, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0', 'stage_rank': 100, 'ascents': []}]",11650,76,Sofia Alejandra,HERRERA VEGA CENTENO,,,PER,74,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
109,8349,Qualification,0.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 97, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0', 'stage_rank': 93, 'ascents': []}]",4220,76,María Fernanda,HIDALGO AMEZQUITA,,,MEX,69,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
110,8349,Qualification,0.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 97, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0', 'stage_rank': 99, 'ascents': []}]",14013,76,Silvana Lourdes,LEYTON MATTO,,,PER,74,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
111,8349,Qualification,0.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 107, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0', 'stage_rank': 97, 'ascents': []}]",12308,76,Tegwen,OATES,,,RSA,14,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
112,8349,Qualification,0.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 97, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0', 'stage_rank': 89, 'ascents': []}]",12484,76,Elizabeth,SEPULVEDA,,,PUR,99,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
113,8349,Qualification,0.0,"[{'stage_name': 'Boulder', 'stage_score': '0.0', 'stage_rank': 81, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0', 'stage_rank': 89, 'ascents': []}]",3900,76,Muykuay,SILVA,,,CHI,58,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
114,8349,Qualification,0.0,"[{'stage_name': 'Boulder', 'stage_score': '0', 'stage_rank': 107, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '0', 'stage_rank': 97, 'ascents': []}]",12939,76,Sara,TRAJKOSKA,,,MKD,43,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
