,route_id,route_name,top,plus,rank,corrective_rank,score,Unnamed: 0,category_round_id,round_name,athlete_id,firstname,lastname,paraclimbing_sport_class,sport_class_status,country,federation_id,comp_name,starting_group,speed_elimination_stages,restarted,time_ms,modified,status,ascents
3096,,,,,8.0,,26+,2921,2145,Final,49,Evgeniia,MALAMID,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3097,,,,,9.0,,Top_0_01.  |  Top_0_01. [4.90],2922,2143,Qualification,68,Dinara,FAKHRITDINOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3098,,,,,9.0,,27,2923,2144,Semi-Final,68,Dinara,FAKHRITDINOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3099,,,,,9.0,,10,2924,2145,Final,68,Dinara,FAKHRITDINOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3100,,,,,10.0,,31+_0_012.  |  35+_0_010. [10.95],2925,2143,Qualification,848,Jenny,LAVARDA,,,ITA,13,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3101,,,,,10.0,,26,2926,2144,Semi-Final,848,Jenny,LAVARDA,,,ITA,13,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3102,,,,,11.0,,Top_0_01.  |  28+_0_013. [9.17],2927,2143,Qualification,1202,Barbara,BACHER,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3103,,,,,11.0,,25.5+,2928,2144,Semi-Final,1202,Barbara,BACHER,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3104,,,,,12.0,,Top_0_01.  |  28+_0_013. [9.17],2929,2143,Qualification,2043,Seuran,HAN,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3105,,,,,12.0,,25.5,2930,2144,Semi-Final,2043,Seuran,HAN,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3106,,,,,13.0,,22+_0_015.  |  23+_0_017. [16.49],2931,2143,Qualification,6211,Anastasiia,SAMOILINA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3107,,,,,13.0,,25+,2932,2144,Semi-Final,6211,Anastasiia,SAMOILINA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3108,,,,,14.0,,24+_0_014.  |  33 _0_011. [12.41],2933,2143,Qualification,2936,Lamu,RENQING,,,CHN,37,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3109,,,,,14.0,,23+,2934,2144,Semi-Final,2936,Lamu,RENQING,,,CHN,37,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3110,,,,,15.0,,22+_0_015.  |  26+_0_016. [16.00],2935,2143,Qualification,1121,Maja,STREMFELJ,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3111,,,,,15.0,,23+,2936,2144,Semi-Final,1121,Maja,STREMFELJ,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3112,,,,,16.0,,26 _0_013.  |  32 _0_012. [12.49],2937,2143,Qualification,2933,Xuhua,PAN,,,CHN,37,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3113,,,,,16.0,,20+,2938,2144,Semi-Final,2933,Xuhua,PAN,,,CHN,37,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3114,,,,,17.0,,22 _0_018.  |  28+_0_013. [15.87],2939,2143,Qualification,2141,Hsiu-ju,LIN,,,TPE,22,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3115,,,,,17.0,,17+,2940,2144,Semi-Final,2141,Hsiu-ju,LIN,,,TPE,22,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3116,,,,,18.0,,19+_0_020.  |  23 _0_018. [19.24],2941,2143,Qualification,2940,Wangmu,RENZENG,,,CHN,37,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3117,,,,,18.0,,17+,2942,2144,Semi-Final,2940,Wangmu,RENZENG,,,CHN,37,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3118,,,,,19.0,,21+_0_019.  |  23 _0_018. [18.75],2943,2143,Qualification,2935,Rong,JIANG,,,CHN,37,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3119,,,,,19.0,,16,2944,2144,Semi-Final,2935,Rong,JIANG,,,CHN,37,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3120,,,,,20.0,,22+_0_015.  |  21+_0_020. [17.89],2945,2143,Qualification,2139,Hung Ying,LEE,,,TPE,22,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3121,,,,,20.0,,7,2946,2144,Semi-Final,2139,Hung Ying,LEE,,,TPE,22,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",,,,,,,
3122,,,,,1.0,,Top_0_01.  |  53 _0_01. [1.00],2947,3846,Qualification,1147,Janja,GARNBRET,,,SLO,15,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3123,,,,,1.0,,36+,2948,3847,Semi-Final,1147,Janja,GARNBRET,,,SLO,15,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3124,,,,,1.0,,Top,2949,3848,Final,1147,Janja,GARNBRET,,,SLO,15,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3125,,,,,2.0,,43+_0_02.  |  52+_0_02. [2.24],2950,3846,Qualification,315,Anak,VERHOEVEN,,,BEL,9,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3126,,,,,2.0,,33+,2951,3847,Semi-Final,315,Anak,VERHOEVEN,,,BEL,9,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3127,,,,,2.0,,Top,2952,3848,Final,315,Anak,VERHOEVEN,,,BEL,9,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3128,,,,,3.0,,43+_0_02.  |  47 _0_03. [2.74],2953,3846,Qualification,2035,Jain,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3129,,,,,3.0,,35+,2954,3847,Semi-Final,2035,Jain,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3130,,,,,3.0,,48+,2955,3848,Final,2035,Jain,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3131,,,,,4.0,,28+_0_011.  |  43 _0_05. [7.75],2956,3846,Qualification,1224,Magdalena,RÖCK,,,AUT,16,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3132,,,,,4.0,,34+,2957,3847,Semi-Final,1224,Magdalena,RÖCK,,,AUT,16,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3133,,,,,4.0,,43+,2958,3848,Final,1224,Magdalena,RÖCK,,,AUT,16,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3134,,,,,5.0,,32+_0_08.  |  28+_0_09. [9.38],2959,3846,Qualification,2251,Yuka,KOBAYASHI,,,JPN,25,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3135,,,,,5.0,,30+,2960,3847,Semi-Final,2251,Yuka,KOBAYASHI,,,JPN,25,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3136,,,,,5.0,,33+,2961,3848,Final,2251,Yuka,KOBAYASHI,,,JPN,25,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3137,,,,,6.0,,26+_0_016.  |  24+_0_016. [17.66],2962,3846,Qualification,1122,Mina,MARKOVIC,,,SLO,15,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3138,,,,,6.0,,30+,2963,3847,Semi-Final,1122,Mina,MARKOVIC,,,SLO,15,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3139,,,,,6.0,,33+,2964,3848,Final,1122,Mina,MARKOVIC,,,SLO,15,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3140,,,,,7.0,,24 _0_029.  |  32+_0_07. [14.37],2965,3846,Qualification,3426,Anne-sophie,KOLLER,,,SUI,8,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3141,,,,,7.0,,30+,2966,3847,Semi-Final,3426,Anne-sophie,KOLLER,,,SUI,8,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3142,,,,,7.0,,27+,2967,3848,Final,3426,Anne-sophie,KOLLER,,,SUI,8,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3143,,,,,8.0,,30 _0_010.  |  23+_0_018. [14.66],2968,3846,Qualification,445,Charlotte,DURIF,,,FRA,10,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3144,,,,,8.0,,30+,2969,3847,Semi-Final,445,Charlotte,DURIF,,,FRA,10,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3145,,,,,8.0,,21+,2970,3848,Final,445,Charlotte,DURIF,,,FRA,10,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3146,,,,,9.0,,26+_0_016.  |  24 _0_017. [18.21],2971,3846,Qualification,1232,Hannah,SCHUBERT,,,AUT,16,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3147,,,,,9.0,,30+,2972,3847,Semi-Final,1232,Hannah,SCHUBERT,,,AUT,16,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3148,,,,,10.0,,10 _0_044.  |  45+_0_04. [13.27],2973,3846,Qualification,456,Mathilde,BECERRA,,,FRA,10,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3149,,,,,10.0,,30,2974,3847,Semi-Final,456,Mathilde,BECERRA,,,FRA,10,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3150,,,,,11.0,,26+_0_016.  |  28+_0_09. [14.65],2975,3846,Qualification,466,Julia,CHANOURDIE,,,FRA,10,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3151,,,,,11.0,,30,2976,3847,Semi-Final,466,Julia,CHANOURDIE,,,FRA,10,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3152,,,,,12.0,,28+_0_011.  |  28+_0_09. [11.49],2977,3846,Qualification,1210,Christine,SCHRANZ,,,AUT,16,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3153,,,,,12.0,,27,2978,3847,Semi-Final,1210,Christine,SCHRANZ,,,AUT,16,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3154,,,,,13.0,,24+_0_025.  |  23+_0_018. [23.87],2979,3846,Qualification,485,Solène,AMOROS,,,FRA,10,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3155,,,,,13.0,,21+,2980,3847,Semi-Final,485,Solène,AMOROS,,,FRA,10,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3156,,,,,14.0,,34+_0_06.  |  32 _0_08. [6.93],2981,3846,Qualification,455,Hélène,JANICOT,,,FRA,10,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3157,,,,,14.0,,16+,2982,3847,Semi-Final,455,Hélène,JANICOT,,,FRA,10,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3158,,,,,15.0,,38+_0_05.  |  23+_0_018. [10.37],2983,3846,Qualification,1226,Jessica,PILZ,,,AUT,16,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3159,,,,,15.0,,16,2984,3847,Semi-Final,1226,Jessica,PILZ,,,AUT,16,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3160,,,,,16.0,,26+_0_016.  |  27+_0_014. [16.52],2985,3846,Qualification,68,Dinara,FAKHRITDINOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3161,,,,,16.0,,16,2986,3847,Semi-Final,68,Dinara,FAKHRITDINOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3162,,,,,17.0,,28+_0_011.  |  28+_0_09. [11.49],2987,3846,Qualification,1222,Katharina,POSCH,,,AUT,16,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3163,,,,,17.0,,15+,2988,3847,Semi-Final,1222,Katharina,POSCH,,,AUT,16,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3164,,,,,18.0,,30+_0_09.  |  21+_0_029. [16.70],2989,3846,Qualification,891,Asja,GOLLO,,,ITA,13,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3165,,,,,18.0,,14+,2990,3847,Semi-Final,891,Asja,GOLLO,,,ITA,13,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3166,,,,,19.0,,34 _0_07.  |  28+_0_09. [8.77],2991,3846,Qualification,1724,Delaney,MILLER,,,USA,20,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3167,,,,,19.0,,14,2992,3847,Semi-Final,1724,Delaney,MILLER,,,USA,20,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3168,,,,,20.0,,27+_0_014.  |  22+_0_026. [19.44],2993,3846,Qualification,1486,Ievgeniia,KAZBEKOVA,,,UKR,18,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3169,,,,,20.0,,12+,2994,3847,Semi-Final,1486,Ievgeniia,KAZBEKOVA,,,UKR,18,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3170,,,,,21.0,,23+_0_031.  |  23+_0_018. [26.64],2995,3846,Qualification,1202,Barbara,BACHER,,,AUT,16,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3171,,,,,21.0,,12+,2996,3847,Semi-Final,1202,Barbara,BACHER,,,AUT,16,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3172,,,,,22.0,,27 _0_015.  |  18+_0_036. [24.34],2997,3846,Qualification,1133,Rebeka,KAMIN,,,SLO,15,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3173,,,,,22.0,,10+,2998,3847,Semi-Final,1133,Rebeka,KAMIN,,,SLO,15,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3174,,,,,23.0,,26+_0_016.  |  21+_0_029. [24.59],2999,3846,Qualification,1239,Julia,FISER,,,AUT,16,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3175,,,,,23.0,,10+,3000,3847,Semi-Final,1239,Julia,FISER,,,AUT,16,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3176,,,,,24.0,,39 _0_04.  |  23+_0_018. [9.27],3001,3846,Qualification,467,Salomé,ROMAIN,,,FRA,10,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3177,,,,,24.0,,9+,3002,3847,Semi-Final,467,Salomé,ROMAIN,,,FRA,10,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3178,,,,,25.0,,26+_0_016.  |  34+_0_06. [10.82],3003,3846,Qualification,2267,Risa,OTA,,,JPN,25,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3179,,,,,25.0,,9+,3004,3847,Semi-Final,2267,Risa,OTA,,,JPN,25,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3180,,,,,26.0,,26+_0_016.  |  27 _0_015. [17.10],3005,3846,Qualification,2278,Mei,KOTAKE,,,JPN,25,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3181,,,,,26.0,,9+,3006,3847,Semi-Final,2278,Mei,KOTAKE,,,JPN,25,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3182,,,,,27.0,,23+_0_031.  |  23+_0_018. [26.64],3007,3846,Qualification,1368,Gabriela,VRABLIKOVA,,,CZE,17,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3183,,,,,27.0,,6+,3008,3847,Semi-Final,1368,Gabriela,VRABLIKOVA,,,CZE,17,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3184,,,,,28.0,,24+_0_025.  |  22+_0_026. [26.75],3009,3846,Qualification,144,Elena,KRASOVSKAIA,,,RUS,7,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3185,,,,,29.0,,26+_0_016.  |  18+_0_036. [27.75],3010,3846,Qualification,860,Claudia,GHISOLFI,,,ITA,13,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3186,,,,,30.0,,22+_0_036.  |  23+_0_018. [28.01],3011,3846,Qualification,1397,Lenka,SLEZAKOVA,,,CZE,17,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3187,,,,,31.0,,20+_0_038.  |  23+_0_018. [28.58],3012,3846,Qualification,977,Silvia,CASSOL,,,ITA,13,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3188,,,,,32.0,,24+_0_025.  |  21 _0_034. [30.24],3013,3846,Qualification,530,Nolwenn,ARC,,,FRA,10,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3189,,,,,33.0,,26 _0_024.  |  18+_0_036. [30.79],3014,3846,Qualification,1577,Rebecca,FRANGOS,,,CAN,19,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3190,,,,,34.0,,23+_0_031.  |  21+_0_029. [31.98],3015,3846,Qualification,457,Nolwen,BERTHIER,,,FRA,10,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3191,,,,,35.0,,24+_0_025.  |  18+_0_036. [32.35],3016,3846,Qualification,2055,Minseon,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3192,,,,,36.0,,22+_0_036.  |  21+_0_029. [33.64],3017,3846,Qualification,2843,Karina,MIROSLAW,,,POL,36,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3193,,,,,37.0,,9+_0_045.  |  22+_0_026. [34.86],3018,3846,Qualification,884,Lisa,DE MARTINI,,,ITA,13,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3194,,,,,38.0,,23+_0_031.  |  18+_0_036. [36.10],3019,3846,Qualification,848,Jenny,LAVARDA,,,ITA,13,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3195,,,,,38.0,,23+_0_031.  |  18+_0_036. [36.10],3020,3846,Qualification,895,Ilaria,SCOLARIS,,,ITA,13,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3196,,,,,40.0,,17+_0_039.  |  21 _0_034. [36.68],3021,3846,Qualification,2044,Hannarai,SONG,,,KOR,21,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3197,,,,,41.0,,24 _0_029.  |  1 _0_047. [37.24],3022,3846,Qualification,633,Natalie,BERRY,,,GBR,11,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3198,,,,,42.0,,4+_0_047.  |  21+_0_029. [38.17],3023,3846,Qualification,2043,Seuran,HAN,,,KOR,21,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3199,,,,,43.0,,16+_0_040.  |  18+_0_036. [39.75],3024,3846,Qualification,321,Celine,CUYPERS,,,BEL,9,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3200,,,,,44.0,,14 _0_041.  |  18+_0_036. [40.49],3025,3846,Qualification,3130,Katherine,CHOONG,,,SUI,8,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3201,,,,,45.0,,14 _0_041.  |  10+_0_045. [43.21],3026,3846,Qualification,1625,Annie,CHOUINARD,,,CAN,19,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3202,,,,,46.0,,13+_0_043.  |  15 _0_044. [43.50],3027,3846,Qualification,2488,Lucinda Ann,TURNBULL,,,AUS,28,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3203,,,,,47.0,,5 _0_046.  |  10 _0_046. [46.00],3028,3846,Qualification,800,Muriel,RUÍZ DE LARRAMENDI ARANGOA,,,ESP,12,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",,,,,,,
3204,,,,,1.0,,Top_0_01.  |  Top_0_01. [8.25],3029,1177,Qualification,1219,Johanna,ERNST,,,AUT,16,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3205,,,,,1.0,,Top,3030,1178,Semi-Final,1219,Johanna,ERNST,,,AUT,16,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3206,,,,,1.0,,26-,3031,1179,Final,1219,Johanna,ERNST,,,AUT,16,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3207,,,,,2.0,,Top_0_01.  |  Top_0_01. [8.25],3032,1177,Qualification,1119,Natalija,GROS,,,SLO,15,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3208,,,,,2.0,,42,3033,1178,Semi-Final,1119,Natalija,GROS,,,SLO,15,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3209,,,,,2.0,,26-,3034,1179,Final,1119,Natalija,GROS,,,SLO,15,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3210,,,,,3.0,,Top_0_01.  |  Top_0_01. [8.25],3035,1177,Qualification,58,Yana,CHERESHNEVA,,,RUS,7,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3211,,,,,3.0,,39-,3036,1178,Semi-Final,58,Yana,CHERESHNEVA,,,RUS,7,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3212,,,,,3.0,,26-,3037,1179,Final,58,Yana,CHERESHNEVA,,,RUS,7,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3213,,,,,4.0,,Top_0_01.  |  Top_0_01. [8.25],3038,1177,Qualification,438,Caroline,CIAVALDINI,,,FRA,10,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3214,,,,,4.0,,42-,3039,1178,Semi-Final,438,Caroline,CIAVALDINI,,,FRA,10,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3215,,,,,4.0,,19-,3040,1179,Final,438,Caroline,CIAVALDINI,,,FRA,10,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3216,,,,,5.0,,Top_0_01.  |  Top_0_01. [8.25],3041,1177,Qualification,1207,Angela,EITER,,,AUT,16,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3217,,,,,5.0,,43-,3042,1178,Semi-Final,1207,Angela,EITER,,,AUT,16,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3218,,,,,5.0,,15-,3043,1179,Final,1207,Angela,EITER,,,AUT,16,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3219,,,,,6.0,,Top_0_01.  |  Top_0_01. [8.25],3044,1177,Qualification,2251,Yuka,KOBAYASHI,,,JPN,25,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3220,,,,,6.0,,42-,3045,1178,Semi-Final,2251,Yuka,KOBAYASHI,,,JPN,25,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3221,,,,,6.0,,15-,3046,1179,Final,2251,Yuka,KOBAYASHI,,,JPN,25,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3222,,,,,7.0,,35-_0_016.  |  Top_0_01. [12.02],3047,1177,Qualification,4917,Florence,PINET,,,FRA,10,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3223,,,,,7.0,,40,3048,1178,Semi-Final,4917,Florence,PINET,,,FRA,10,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3224,,,,,7.0,,15-,3049,1179,Final,4917,Florence,PINET,,,FRA,10,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3225,,,,,8.0,,33+_0_025.  |  Top_0_01. [15.01],3050,1177,Qualification,306,Muriel,SARKANY,,,BEL,9,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3226,,,,,8.0,,38+,3051,1178,Semi-Final,306,Muriel,SARKANY,,,BEL,9,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3227,,,,,8.0,,0,3052,1179,Final,306,Muriel,SARKANY,,,BEL,9,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3228,,,,,9.0,,35-_0_016.  |  38-_0_022. [19.56],3053,1177,Qualification,4535,Alexandra,EYER,,,SUI,8,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3229,,,,,9.0,,38+,3054,1178,Semi-Final,4535,Alexandra,EYER,,,SUI,8,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3230,,,,,10.0,,Top_0_01.  |  Top_0_01. [8.25],3055,1177,Qualification,2253,Akiyo,NOGUCHI,,,JPN,25,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3231,,,,,10.0,,38,3056,1178,Semi-Final,2253,Akiyo,NOGUCHI,,,JPN,25,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3232,,,,,11.0,,Top_0_01.  |  Top_0_01. [8.25],3057,1177,Qualification,49,Evgeniia,MALAMID,,,RUS,7,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3233,,,,,11.0,,38-,3058,1178,Semi-Final,49,Evgeniia,MALAMID,,,RUS,7,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3234,,,,,12.0,,Top_0_01.  |  41-_0_018. [12.00],3059,1177,Qualification,445,Charlotte,DURIF,,,FRA,10,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
3235,,,,,12.0,,37,3060,1178,Semi-Final,445,Charlotte,DURIF,,,FRA,10,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",,,,,,,
